O00000231,2018-08-05 13:30:08,U005724,patrick85@hotmail.com,HT-1097,2,ARS,56
O00000232,2018-08-05 13:32:35,U001994,victoriawilson@yahoo.com,HT-1022,1,ARS,205
O00000233,2018-08-05 13:36:25,U003238,nicholspam@fry.com,HT-1021,1,MXN,149
O00000234,2018-08-05 13:36:44,U000534,lmartin@vincent.com,HT-6120,1,INR,45
O00000235,2018-08-05 13:37:05,U007363,kathryn96@reese.org,HT-1066,1,USD,2.5
O00000236,2018-08-05 13:37:07,U006556,shane13@hotmail.com,HT-1020,1,EUR,129
O00000237,2018-08-05 13:37:53,U003049,egrimes@gmail.com,HT-2000,2,EUR,249.99
O00000238,2018-08-05 13:39:50,U000686,scott01@gmail.com,HT-1119,1,USD,79
O00000239,2018-08-05 13:39:53,U003543,alex83@yahoo.com,HT-1115,2,CAD,42
O00000240,2018-08-05 13:39:54,U009885,william10@hall.com,HT-6121,2,EUR,63
O00000241,2018-08-05 13:41:23,U004698,julia56@ritter-patterson.com,HT-1104,1,JPY,55
O00000242,2018-08-05 13:41:43,U008451,gregory19@smith-vincent.com,HT-2002,1,EUR,853.99
O00000243,2018-08-05 13:42:10,U004125,andremann@hotmail.com,HT-1115,1,CAD,42
O00000244,2018-08-05 13:42:38,U005810,nathan27@hotmail.com,HT-1092,1,EUR,45
O00000245,2018-08-05 13:44:54,U004813,heatheranderson@hotmail.com,HT-1081,1,PLN,89
O00000246,2018-08-05 13:47:51,U008147,julie11@gmail.com,HT-1071,1,ZAR,81.7
O00000247,2018-08-05 13:49:33,U006761,brivera@hotmail.com,HT-1071,1,ZAR,81.7
O00000248,2018-08-05 13:50:39,U003345,mistyjohnson@gmail.com,HT-7000,1,EUR,549
O00000249,2018-08-05 13:51:44,U007377,ssmith@yahoo.com,HT-6110,1,ARS,130
O00000250,2018-08-05 13:53:46,U003175,clarencestark@hotmail.com,HT-1097,1,ARS,56
O00000251,2018-08-05 13:53:47,U001912,candace31@yahoo.com,HT-1051,1,USD,99
O00000252,2018-08-05 13:54:15,U006393,scottcrystal@gmail.com,HT-2026,2,USD,29.99
O00000253,2018-08-05 13:54:19,U003176,mitchell15@hotmail.com,HT-1117,1,EUR,38
O00000254,2018-08-05 13:55:04,U002234,huffmanmelanie@kim.com,HT-1064,1,CAD,16
O00000255,2018-08-05 13:55:43,U001451,gerald09@castro-garner.info,HT-2025,1,EUR,44.99
O00000256,2018-08-05 13:56:10,U005200,royjoseph@gmail.com,HT-1096,1,JPY,120
O00000257,2018-08-05 13:57:10,U000120,ibanks@yahoo.com,HT-1083,1,CNY,520
O00000258,2018-08-05 13:59:43,U008247,jessicajackson@owens.org,HT-1120,1,EUR,260
O00000259,2018-08-05 14:00:14,U002882,lauraowen@yahoo.com,HT-6102,1,CNY,889
O00000260,2018-08-05 14:00:21,U005406,joanneevans@yahoo.com,HT-1081,1,PLN,89
O00000261,2018-08-05 14:00:47,U005895,reginaparker@martin.com,HT-1106,1,MXN,34
O00000262,2018-08-05 14:01:30,U004632,kennethmoore@gmail.com,HT-1118,1,ARS,79
O00000263,2018-08-05 14:02:38,U007961,rjohnson@gmail.com,HT-1100,1,USD,89.9
O00000264,2018-08-05 14:03:34,U002871,christina86@rose.net,HT-1501,1,JPY,15000
O00000265,2018-08-05 14:04:05,U000083,boothnicholas@gmail.com,HT-1069,1,JPY,800
O00000266,2018-08-05 14:06:10,U001349,benjamin14@rodriguez-martin.info,HT-1118,1,ARS,79
O00000267,2018-08-05 14:06:14,U001315,iswanson@wilson-chan.com,HT-1102,1,USD,69
O00000268,2018-08-05 14:09:54,U009232,dmclaughlin@gmail.com,HT-1066,1,USD,2.5
O00000269,2018-08-05 14:13:03,U004683,johnnywebster@gmail.com,AD-1000,1,CAD,0
O00000270,2018-08-05 14:13:21,U006166,alisonstephens@jackson.com,HT-1065,1,CHF,26
O00000271,2018-08-05 14:14:01,U009296,pstanton@shaffer.com,HT-1118,1,ARS,79
O00000272,2018-08-05 14:15:27,U005284,melissa71@yahoo.com,HT-1036,1,CAD,430
O00000273,2018-08-05 14:17:01,U008056,michael44@hotmail.com,HT-1115,1,CAD,42
O00000274,2018-08-05 14:17:13,U003625,jamesestes@wilson.com,HT-1107,1,ARS,29.9
O00000275,2018-08-05 14:17:19,U001556,stevensemily@gomez.com,HT-1068,1,USD,3.5
O00000276,2018-08-05 14:17:43,U004852,ogarcia@gmail.com,HT-1114,1,USD,69
O00000277,2018-08-05 14:19:08,U000709,kaylawilson@yahoo.com,HT-6121,1,EUR,63
O00000278,2018-08-05 14:20:14,U008941,matthew53@long.com,HT-1069,1,JPY,800
O00000279,2018-08-05 14:21:07,U004997,shernandez@hotmail.com,HT-1096,1,JPY,120
O00000280,2018-08-05 14:21:11,U001773,zrivas@roth.org,HT-7010,1,USD,799
O00000281,2018-08-05 14:23:08,U001343,avalentine@yahoo.com,HT-1113,1,EUR,2.3
O00000282,2018-08-05 14:23:15,U008009,mpalmer@ramirez-brown.com,HT-1023,1,USD,239
O00000283,2018-08-05 14:24:06,U005928,leechristopher@hotmail.com,HT-2000,1,EUR,249.99
O00000284,2018-08-05 14:24:36,U004842,oeaton@hotmail.com,HT-6121,1,EUR,63
O00000285,2018-08-05 14:25:20,U006399,fuentesamber@yahoo.com,HT-1082,2,ARS,169
